unique_id,ds,RandomForestRegressor,KNeighborsRegressor
CA,2016-08-10,13864.996,13976.701
CA,2016-08-11,16137.173,17628.816
CA,2016-08-12,18730.996,17977.725
CA,2016-08-13,17538.719,17408.0
CA,2016-08-14,18481.87,17260.717
CA,2016-08-15,16404.69,15679.042
CA,2016-08-16,13970.165,13459.58
CA,2016-08-17,14583.681,16457.0
CA,2016-08-18,13609.546,13571.187
CA,2016-08-19,16534.36,18719.725
CA,2016-08-20,17538.719,17408.0
CA,2016-08-21,16096.922,14310.393
CA,2016-08-22,15777.212,14791.566
CA,2016-08-23,11706.691,12717.496
CA,2016-08-24,15162.276,14310.393
CA,2016-08-25,18165.004,16329.017
CA,2016-08-26,17584.521,14930.914
CA,2016-08-27,15943.592,16165.893
CA,2016-08-28,14912.54,19632.334
CA,2016-08-29,14472.923,14906.921
CA,2016-08-30,15963.151,14183.261
CA,2016-08-31,18235.137,12581.999
CA,2016-09-01,16075.035,17607.084
CA,2016-09-02,19298.186,14268.077
CA,2016-09-03,12491.896,18125.316
CA,2016-09-04,15375.349,13853.053
CA,2016-09-05,14016.443,13269.689
CA,2016-09-06,14624.143,16300.302
CA,2016-09-07,15918.791,15221.797
CA,2016-09-08,17217.4,14761.298
CA,2016-09-09,20768.3,16090.001
CA,2016-09-10,14560.029,16161.876
CA,2016-09-11,14075.983,13700.052
CA,2016-09-12,16316.628,17163.416
CA,2016-09-13,16875.014,14257.182
CA,2016-09-14,12061.947,13078.25
CA,2016-09-15,17218.227,14741.832
CA,2016-09-16,13097.169,15241.964
CA,2016-09-17,10288.749,9191.953
CA,2016-09-18,16861.027,13345.162
CA,2016-09-19,15951.836,14647.851
CA,2016-09-20,13219.46,14618.584
CA,2016-09-21,15224.172,16983.678
CA,2016-09-22,18817.42,15728.334
CA,2016-09-23,14295.956,18078.15
CA,2016-09-24,18164.533,15866.182
CA,2016-09-25,15896.519,16983.678
CA,2016-09-26,13941.709,13349.667
CA,2016-09-27,15403.92,14893.95
CA,2016-09-28,16799.6,15290.226
CA,2016-09-29,19708.781,16808.156
CA,2016-09-30,17458.76,18019.04
CA,2016-10-01,14157.053,19011.736
CA,2016-10-02,14792.638,12939.282
CA,2016-10-03,14925.592,13218.671
CA,2016-10-04,18387.125,12943.338
CA,2016-10-05,16552.654,13252.209
CA,2016-10-06,13144.557,15232.085
CA,2016-10-07,16500.803,14131.477
CA,2016-10-08,13985.892,14221.447
CA,2016-10-09,14873.824,12847.968
CA,2016-10-10,17362.621,14515.72
CA,2016-10-11,12942.17,15073.666
CA,2016-10-12,13286.691,15978.436
CA,2016-10-13,16545.637,14029.662
CA,2016-10-14,16081.96,16684.633
CA,2016-10-15,18922.125,16415.148
CA,2016-10-16,15642.076,18021.666
CA,2016-10-17,15526.935,16559.969
CA,2016-10-18,18064.74,19679.139
CA,2016-10-19,14643.551,12942.607
CA,2016-10-20,15710.383,14228.341
CA,2016-10-21,18386.717,17756.318
CA,2016-10-22,15848.288,12797.544
CA,2016-10-23,14447.656,16287.259
CA,2016-10-24,13369.115,13437.067
CA,2016-10-25,13323.232,14407.401
CA,2016-10-26,15943.204,20184.293
CA,2016-10-27,14699.982,14200.127
CA,2016-10-28,18817.42,15728.334
CA,2016-10-29,16172.953,15811.088
CA,2016-10-30,14140.827,14921.772
CA,2016-10-31,12186.033,13700.052
CA,2016-11-01,18042.986,16987.666
CA,2016-11-02,15060.999,14608.077
CA,2016-11-03,16670.021,14624.334
CA,2016-11-04,17566.043,17978.459
CA,2016-11-05,15101.11,15894.121
CA,2016-11-06,14193.333,15489.666
CA,2016-11-07,13517.792,11789.076
CA,2016-11-08,13247.608,14940.473
CA,2016-11-09,11823.331,16894.871
CA,2016-11-10,16081.96,16684.633
CA,2016-11-11,17458.76,18019.04
CA,2016-11-12,16204.536,18553.545
CA,2016-11-13,15120.901,13459.58
CA,2016-11-14,17171.328,13318.356
CA,2016-11-15,14912.54,19632.334
CA,2016-11-16,16047.144,14215.333
CA,2016-11-17,16670.021,14624.334
CA,2016-11-18,17458.76,18019.04
TX,2016-05-23,10384.151,10934.283
TX,2016-05-24,8931.373,9458.863
TX,2016-05-25,8800.78,8874.956
TX,2016-05-26,10914.816,10449.291
TX,2016-05-27,14627.48,13635.732
TX,2016-05-28,12851.295,13689.143
TX,2016-05-29,11316.077,11439.824
TX,2016-05-30,12679.265,12900.988
TX,2016-05-31,10767.546,9681.459
TX,2016-06-01,11879.434,11286.097
TX,2016-06-02,10928.513,11002.628
TX,2016-06-03,13122.871,12418.586
TX,2016-06-04,13907.153,14049.567
TX,2016-06-05,10285.095,10946.735
TX,2016-06-06,9151.32,9370.33
TX,2016-06-07,12515.645,12083.418
TX,2016-06-08,12983.049,13193.639
TX,2016-06-09,12245.319,12985.631
TX,2016-06-10,13154.742,12094.446
TX,2016-06-11,10624.253,11002.9
TX,2016-06-12,11056.257,11610.418
TX,2016-06-13,11343.381,11067.0
TX,2016-06-14,13235.068,11721.313
TX,2016-06-15,11204.409,9855.171
TX,2016-06-16,11056.911,10292.38
TX,2016-06-17,11381.8125,11665.286
TX,2016-06-18,10875.939,11128.333
TX,2016-06-19,8363.158,9153.425
TX,2016-06-20,11158.378,10879.066
TX,2016-06-21,11737.191,11239.019
TX,2016-06-22,11539.082,11538.299
TX,2016-06-23,14052.385,12365.72
TX,2016-06-24,12808.272,12312.314
TX,2016-06-25,14468.797,12758.137
TX,2016-06-26,9912.856,10498.535
TX,2016-06-27,8050.1074,8921.113
TX,2016-06-28,7820.4775,7239.969
TX,2016-06-29,11231.344,11757.522
TX,2016-06-30,9696.27,10184.633
TX,2016-07-01,10388.058,10391.231
TX,2016-07-02,12164.006,13123.882
TX,2016-07-03,11445.259,10860.257
TX,2016-07-04,11075.9375,10960.959
TX,2016-07-05,10066.677,10091.478
TX,2016-07-06,11103.022,10463.364
TX,2016-07-07,12521.539,12556.33
TX,2016-07-08,9269.4,10881.537
TX,2016-07-09,11007.801,9946.171
TX,2016-07-10,10783.352,10443.374
TX,2016-07-11,10966.243,10524.291
TX,2016-07-12,10315.834,11361.944
TX,2016-07-13,12357.033,11267.044
TX,2016-07-14,12508.831,13051.385
TX,2016-07-15,10594.993,10573.972
TX,2016-07-16,12877.543,12896.268
TX,2016-07-17,9787.991,10044.148
TX,2016-07-18,8983.244,10139.804
TX,2016-07-19,11403.478,11183.273
TX,2016-07-20,10856.265,11100.198
TX,2016-07-21,10847.844,10091.161
TX,2016-07-22,13327.628,11707.786
TX,2016-07-23,9480.144,7550.3267
TX,2016-07-24,11510.533,11517.252
TX,2016-07-25,9970.426,9565.844
TX,2016-07-26,10587.473,10154.334
TX,2016-07-27,11658.544,10965.052
TX,2016-07-28,13433.641,12242.269
TX,2016-07-29,10555.835,10410.917
TX,2016-07-30,11463.794,12708.172
TX,2016-07-31,13493.009,11038.794
TX,2016-08-01,10219.014,10418.589
TX,2016-08-02,9792.122,9106.141
TX,2016-08-03,10264.994,11571.274
TX,2016-08-04,12168.488,11305.146
TX,2016-08-05,12568.879,11202.919
TX,2016-08-06,13346.524,13008.504
TX,2016-08-07,14893.584,14783.144
TX,2016-08-08,11323.446,10882.999
TX,2016-08-09,9866.746,10874.682
TX,2016-08-10,12785.386,12635.375
TX,2016-08-11,12633.736,12408.267
TX,2016-08-12,10037.968,9781.246
TX,2016-08-13,13801.233,14541.011
TX,2016-08-14,14065.035,13302.988
TX,2016-08-15,14305.386,13962.719
TX,2016-08-16,12622.314,11547.401
TX,2016-08-17,8987.473,9495.455
TX,2016-08-18,11828.884,12802.443
TX,2016-08-19,12038.846,12098.347
TX,2016-08-20,13804.843,13289.257
TX,2016-08-21,12013.15,9698.883
TX,2016-08-22,10854.901,10934.283
TX,2016-08-23,10106.03,9864.632
TX,2016-08-24,14175.385,9454.946
TX,2016-08-25,12133.318,11746.146
TX,2016-08-26,15061.355,10917.281
TX,2016-08-27,10555.656,9640.975
TX,2016-08-28,13046.999,12813.799
TX,2016-08-29,10998.425,11733.384
TX,2016-08-30,10994.216,11501.929
TX,2016-08-31,9935.855,10615.725
TX,2016-09-01,11421.914,12988.0625
TX,2016-09-02,12025.817,12753.505
TX,2016-09-03,12960.208,12524.272
TX,2016-09-04,7730.976,10057.188
TX,2016-09-05,11515.36,14059.405
TX,2016-09-06,14888.791,13091.0
TX,2016-09-07,10543.567,12737.749
TX,2016-09-08,11454.484,11015.82
TX,2016-09-09,12919.815,9774.792
TX,2016-09-10,12099.194,11046.888
TX,2016-09-11,9049.141,12594.211
TX,2016-09-12,11148.796,10992.586
TX,2016-09-13,11815.472,10584.23
TX,2016-09-14,12099.194,11267.044
TX,2016-09-15,12808.543,12063.984
TX,2016-09-16,12128.748,10159.964
TX,2016-09-17,9741.113,9972.993
TX,2016-09-18,11652.566,11043.479
TX,2016-09-19,10935.431,14326.089
TX,2016-09-20,12395.743,12612.635
TX,2016-09-21,13957.627,9781.246
TX,2016-09-22,10692.207,12793.996
TX,2016-09-23,12511.951,12221.295
TX,2016-09-24,12007.086,10860.257
TX,2016-09-25,9145.225,9965.385
TX,2016-09-26,7028.971,8410.638
TX,2016-09-27,11742.964,11802.072
TX,2016-09-28,12829.872,10060.449
TX,2016-09-29,10304.049,11032.979
TX,2016-09-30,11430.771,11354.852
TX,2016-10-01,11431.914,11722.642
TX,2016-10-02,11383.671,12380.511
TX,2016-10-03,9865.764,11003.926
TX,2016-10-04,10193.375,9423.552
TX,2016-10-05,12191.029,11343.115
TX,2016-10-06,10598.66,10939.349
TX,2016-10-07,11599.982,10985.331
TX,2016-10-08,11307.7705,10923.651
TX,2016-10-09,12201.55,10821.147
TX,2016-10-10,10155.572,9177.346
TX,2016-10-11,11036.478,12329.082
TX,2016-10-12,11125.036,14271.915
TX,2016-10-13,11314.806,10563.684
TX,2016-10-14,11259.262,12526.843
TX,2016-10-15,10950.604,10456.096
TX,2016-10-16,10252.224,10317.666
TX,2016-10-17,10653.281,11776.766
TX,2016-10-18,10935.414,10639.48
TX,2016-10-19,12406.245,11003.926
TX,2016-10-20,13012.283,10362.997
TX,2016-10-21,9744.783,6833.5903
TX,2016-10-22,10706.898,9945.582
TX,2016-10-23,11448.651,9693.71
TX,2016-10-24,9533.739,9633.383
TX,2016-10-25,11279.295,12599.011
TX,2016-10-26,12211.483,9420.119
TX,2016-10-27,10738.022,9099.476
TX,2016-10-28,14609.241,11741.713
TX,2016-10-29,12165.596,10127.56
TX,2016-10-30,11135.88,11179.85
TX,2016-10-31,11737.964,11701.8545
TX,2016-11-01,12899.24,11348.298
TX,2016-11-02,10698.035,10877.058
TX,2016-11-03,11309.707,11164.042
TX,2016-11-04,11676.209,12240.557
TX,2016-11-05,12306.532,13606.612
TX,2016-11-06,10295.919,10939.349
TX,2016-11-07,9925.382,10865.108
TX,2016-11-08,14395.29,12607.004
TX,2016-11-09,13094.4,11447.255
TX,2016-11-10,10309.579,11808.894
TX,2016-11-11,11001.752,12428.811
TX,2016-11-12,13616.947,13353.056
TX,2016-11-13,13365.48,12425.251
TX,2016-11-14,10625.704,10675.233
TX,2016-11-15,8589.134,12126.874
TX,2016-11-16,10882.76,12399.215
TX,2016-11-17,11565.767,12619.807
TX,2016-11-18,11535.621,11805.843
WI,2016-05-23,11989.608,10691.409
WI,2016-05-24,12246.833,11027.679
WI,2016-05-25,11897.867,12917.834
WI,2016-05-26,12312.064,11282.356
WI,2016-05-27,13757.585,14075.9
WI,2016-05-28,10191.89,10923.8545
WI,2016-05-29,11493.137,11257.151
WI,2016-05-30,12299.554,11209.352
WI,2016-05-31,12090.305,11682.488
WI,2016-06-01,11014.425,12119.947
WI,2016-06-02,11108.1875,12023.28
WI,2016-06-03,13909.2295,14984.473
WI,2016-06-04,13613.907,14604.1455
WI,2016-06-05,11810.869,13030.624
WI,2016-06-06,13655.964,12326.713
WI,2016-06-07,10968.4,12145.091
WI,2016-06-08,10434.83,9887.633
WI,2016-06-09,14628.314,13453.696
WI,2016-06-10,14862.362,15728.745
WI,2016-06-11,12339.127,12545.502
WI,2016-06-12,12847.146,12283.09
WI,2016-06-13,12185.678,11420.328
WI,2016-06-14,12007.096,11077.665
WI,2016-06-15,12946.065,13295.876
WI,2016-06-16,13040.825,12367.959
WI,2016-06-17,11882.193,11093.615
WI,2016-06-18,12514.031,12604.961
WI,2016-06-19,11341.366,10500.963
WI,2016-06-20,10757.085,10981.438
WI,2016-06-21,9831.251,9536.155
WI,2016-06-22,13123.65,12505.294
WI,2016-06-23,10236.849,10700.908
WI,2016-06-24,15848.327,16002.486
WI,2016-06-25,9694.491,10200.997
WI,2016-06-26,10711.3,9970.29
WI,2016-06-27,11667.673,11203.399
WI,2016-06-28,10292.208,10381.097
WI,2016-06-29,11483.015,11130.556
WI,2016-06-30,14593.55,14549.291
WI,2016-07-01,13442.973,15032.565
WI,2016-07-02,13909.2295,14984.473
WI,2016-07-03,9694.491,10200.997
WI,2016-07-04,11278.458,11618.465
WI,2016-07-05,11513.768,12048.745
WI,2016-07-06,11698.83,11337.867
WI,2016-07-07,14047.959,13640.99
WI,2016-07-08,14551.334,13432.037
WI,2016-07-09,12679.705,12459.975
WI,2016-07-10,13590.479,12915.706
WI,2016-07-11,15260.543,13219.846
WI,2016-07-12,10421.0625,11909.893
WI,2016-07-13,11239.594,12997.106
WI,2016-07-14,14816.569,13640.99
WI,2016-07-15,13419.721,11887.96
WI,2016-07-16,11342.909,12540.438
WI,2016-07-17,11339.335,10804.321
WI,2016-07-18,10524.957,11254.22
WI,2016-07-19,12858.655,11553.286
WI,2016-07-20,9846.639,10486.558
WI,2016-07-21,13222.579,11333.822
WI,2016-07-22,14601.744,14751.284
WI,2016-07-23,13106.157,12890.731
WI,2016-07-24,13228.691,11956.167
WI,2016-07-25,11808.583,11168.934
WI,2016-07-26,12659.6045,12103.928
WI,2016-07-27,12758.691,12580.188
WI,2016-07-28,11308.685,13349.4375
WI,2016-07-29,13629.615,13530.074
WI,2016-07-30,13408.309,12149.408
WI,2016-07-31,13595.059,13451.731
WI,2016-08-01,10242.04,9528.844
WI,2016-08-02,11659.439,11587.544
WI,2016-08-03,11447.091,12317.514
WI,2016-08-04,13520.629,13540.291
WI,2016-08-05,12585.033,13400.874
WI,2016-08-06,14996.712,15344.628
WI,2016-08-07,14324.393,13164.472
WI,2016-08-08,11781.179,12944.732
WI,2016-08-09,13363.0,13640.99
WI,2016-08-10,13326.327,13362.224
WI,2016-08-11,16945.715,15972.069
WI,2016-08-12,12272.135,13573.394
WI,2016-08-13,12272.135,13573.394
WI,2016-08-14,14817.465,15299.776
WI,2016-08-15,11474.884,12270.23
WI,2016-08-16,11530.478,11828.825
WI,2016-08-17,11662.982,11560.968
WI,2016-08-18,11950.077,12247.73
WI,2016-08-19,14816.569,13640.99
WI,2016-08-20,14039.9,12532.096
WI,2016-08-21,10450.186,11232.018
WI,2016-08-22,12446.93,10792.496
WI,2016-08-23,13063.231,13441.773
WI,2016-08-24,14245.644,12070.209
WI,2016-08-25,13862.4795,10817.431
WI,2016-08-26,9498.914,12122.479
WI,2016-08-27,13695.206,12270.23
WI,2016-08-28,14139.176,10530.949
WI,2016-08-29,10661.012,10667.106
WI,2016-08-30,9643.78,10361.458
WI,2016-08-31,11419.362,13447.053
WI,2016-09-01,12183.499,12453.461
WI,2016-09-02,11441.198,12193.253
WI,2016-09-03,12991.526,12912.024
WI,2016-09-04,13099.64,10788.663
WI,2016-09-05,10771.153,13384.076
WI,2016-09-06,12267.461,9396.831
WI,2016-09-07,12510.16,11785.279
WI,2016-09-08,14601.744,13769.361
WI,2016-09-09,11195.395,10938.668
WI,2016-09-10,14754.241,12799.081
WI,2016-09-11,12225.744,11529.004
WI,2016-09-12,13396.68,12235.366
WI,2016-09-13,11502.279,12283.09
WI,2016-09-14,13746.7,11527.699
WI,2016-09-15,7328.4087,9887.862
WI,2016-09-16,12672.281,11034.292
WI,2016-09-17,11453.054,9805.844
WI,2016-09-18,8969.676,9624.1455
WI,2016-09-19,13634.471,10099.212
WI,2016-09-20,15667.675,12021.069
WI,2016-09-21,13244.48,10878.314
WI,2016-09-22,14415.643,12263.442
WI,2016-09-23,10735.325,12031.294
WI,2016-09-24,10936.175,12732.409
WI,2016-09-25,13206.809,12082.247
WI,2016-09-26,11207.232,13546.725
WI,2016-09-27,9535.328,11099.935
WI,2016-09-28,10621.683,15239.49
WI,2016-09-29,11461.443,11071.612
WI,2016-09-30,12183.499,12453.461
WI,2016-10-01,10735.325,12031.294
WI,2016-10-02,10466.816,13634.125
WI,2016-10-03,12810.82,13374.95
WI,2016-10-04,12287.256,13766.337
WI,2016-10-05,11778.371,11494.081
WI,2016-10-06,15047.527,11124.6045
WI,2016-10-07,10142.958,10930.259
WI,2016-10-08,10611.024,13441.775
WI,2016-10-09,13771.416,11761.863
WI,2016-10-10,9173.062,10404.835
WI,2016-10-11,9278.363,11746.445
WI,2016-10-12,13425.392,11494.081
WI,2016-10-13,11744.616,11265.773
WI,2016-10-14,14972.541,10185.089
WI,2016-10-15,13133.474,11779.393
WI,2016-10-16,10301.619,11589.898
WI,2016-10-17,11124.632,10262.666
WI,2016-10-18,11314.744,11997.08
WI,2016-10-19,12868.153,12407.466
WI,2016-10-20,12626.297,13390.387
WI,2016-10-21,11821.98,12539.444
WI,2016-10-22,12454.715,11077.492
WI,2016-10-23,13012.046,10008.411
WI,2016-10-24,13610.227,12625.398
WI,2016-10-25,15181.394,8930.6045
WI,2016-10-26,11874.793,14839.234
WI,2016-10-27,13457.541,12796.499
WI,2016-10-28,12064.473,11914.886
WI,2016-10-29,10553.472,12292.5625
WI,2016-10-30,14022.508,11972.626
WI,2016-10-31,10141.626,10633.081
WI,2016-11-01,12404.999,10702.368
WI,2016-11-02,11821.3955,13152.387
WI,2016-11-03,9217.977,11651.879
WI,2016-11-04,18485.934,11827.128
WI,2016-11-05,11425.889,11722.418
WI,2016-11-06,9799.975,10992.638
WI,2016-11-07,10521.295,11494.081
WI,2016-11-08,11010.109,11846.105
WI,2016-11-09,12680.282,12801.305
WI,2016-11-10,11921.819,14049.937
WI,2016-11-11,11921.819,14049.937
WI,2016-11-12,13425.392,13402.857
WI,2016-11-13,8468.715,11348.251
WI,2016-11-14,13726.933,12944.732
WI,2016-11-15,11564.732,14348.687
WI,2016-11-16,13448.178,12666.374
WI,2016-11-17,13425.392,11494.081
WI,2016-11-18,15773.3955,12275.44
