unique_id,ds,RandomForestRegressor,KNeighborsRegressor
FOODS_1_004,2016-09-15,67.71178,0.0
FOODS_1_004,2016-09-16,67.71178,0.0
FOODS_1_004,2016-09-17,67.71178,0.0
FOODS_1_004,2016-09-18,67.71178,0.0
FOODS_1_004,2016-09-19,67.71178,0.0
FOODS_1_004,2016-09-20,67.71178,0.0
FOODS_1_004,2016-09-21,67.71178,0.0
FOODS_1_004,2016-09-22,67.71178,0.0
FOODS_1_004,2016-09-23,67.71178,0.0
FOODS_1_004,2016-09-24,67.71178,0.0
FOODS_1_004,2016-09-25,67.71178,0.0
FOODS_1_004,2016-09-26,67.71178,0.0
FOODS_1_004,2016-09-27,67.71178,0.0
FOODS_1_004,2016-09-28,67.71178,0.0
FOODS_1_004,2016-09-29,67.71178,0.0
FOODS_1_004,2016-09-30,67.71178,0.0
FOODS_1_004,2016-10-01,67.71178,0.0
FOODS_1_004,2016-10-02,67.71178,0.0
FOODS_1_004,2016-10-03,67.71178,0.0
FOODS_1_004,2016-10-04,67.71178,0.0
FOODS_1_004,2016-10-05,67.71178,0.0
FOODS_1_004,2016-10-06,67.71178,0.0
FOODS_1_004,2016-10-07,67.71178,0.0
FOODS_1_004,2016-10-08,67.71178,0.0
FOODS_1_004,2016-10-09,67.71178,0.0
FOODS_1_004,2016-10-10,67.71178,0.0
FOODS_1_004,2016-10-11,67.71178,0.0
FOODS_1_004,2016-10-12,67.71178,0.0
FOODS_1_004,2016-10-13,67.71178,0.0
FOODS_1_004,2016-10-14,67.71178,0.0
FOODS_1_004,2016-10-15,67.71178,0.0
FOODS_1_004,2016-10-16,67.71178,0.0
FOODS_1_004,2016-10-17,67.71178,0.0
FOODS_1_004,2016-10-18,67.71178,0.0
FOODS_1_004,2016-10-19,67.71178,0.0
FOODS_1_004,2016-10-20,67.71178,0.0
FOODS_1_004,2016-10-21,67.71178,0.0
FOODS_1_004,2016-10-22,67.71178,0.0
FOODS_1_004,2016-10-23,94.55784,133.02353
FOODS_1_004,2016-10-24,90.68808,116.66667
FOODS_1_004,2016-10-25,45.35276,111.0489
FOODS_1_004,2016-10-26,101.87062,127.65378
FOODS_1_004,2016-10-27,94.68064,108.81481
FOODS_1_004,2016-10-28,39.34465,116.00001
FOODS_1_004,2016-10-29,112.50035,159.16216
FOODS_1_004,2016-10-30,32.157875,83.95833
FOODS_1_004,2016-10-31,118.23035,64.66667
FOODS_1_004,2016-11-01,118.30755,83.91603
FOODS_1_004,2016-11-02,101.098946,142.95784
FOODS_1_004,2016-11-03,139.9454,48.53057
FOODS_1_004,2016-11-04,87.165344,137.56754
FOODS_1_004,2016-11-05,115.15959,104.666664
FOODS_1_004,2016-11-06,54.87495,99.70803
FOODS_1_004,2016-11-07,91.93162,54.333332
FOODS_1_004,2016-11-08,102.4774,39.617836
FOODS_1_004,2016-11-09,38.323494,132.64148
FOODS_1_004,2016-11-10,57.490116,129.38097
FOODS_1_004,2016-11-11,136.67744,106.40741
FOODS_1_004,2016-11-12,69.890816,47.14763
FOODS_1_004,2016-11-13,82.596695,66.0
FOODS_1_004,2016-11-14,92.138916,165.65625
FOODS_1_004,2016-11-15,96.54608,39.617836
FOODS_1_004,2016-11-16,100.151054,112.666664
FOODS_1_004,2016-11-17,84.71989,78.333336
FOODS_1_004,2016-11-18,120.52485,182.35695
FOODS_1_018,2016-05-23,79.690704,93.333336
FOODS_1_018,2016-05-24,75.25947,99.0
FOODS_1_018,2016-05-25,72.71635,63.999996
FOODS_1_018,2016-05-26,74.815605,83.33333
FOODS_1_018,2016-05-27,64.654976,62.000004
FOODS_1_018,2016-05-28,73.57758,63.666668
FOODS_1_018,2016-05-29,83.87213,77.66667
FOODS_1_018,2016-05-30,82.70722,80.333336
FOODS_1_018,2016-05-31,80.2358,99.0
FOODS_1_018,2016-06-01,82.65267,86.55555
FOODS_1_018,2016-06-02,86.74373,101.0
FOODS_1_018,2016-06-03,81.69366,86.666664
FOODS_1_018,2016-06-04,58.85282,61.333332
FOODS_1_018,2016-06-05,76.282974,70.66667
FOODS_1_018,2016-06-06,86.74373,101.0
FOODS_1_018,2016-06-07,80.24647,79.666664
FOODS_1_018,2016-06-08,100.225006,104.0
FOODS_1_018,2016-06-09,85.12629,79.00001
FOODS_1_018,2016-06-10,99.25345,92.57514
FOODS_1_018,2016-06-11,115.04067,137.66667
FOODS_1_018,2016-06-12,73.030846,86.00001
FOODS_1_018,2016-06-13,73.83481,106.333336
FOODS_1_018,2016-06-14,80.2358,99.0
FOODS_1_018,2016-06-15,66.88755,93.333336
FOODS_1_018,2016-06-16,74.815605,83.33333
FOODS_1_018,2016-06-17,76.30636,77.66667
FOODS_1_018,2016-06-18,88.52915,67.666664
FOODS_1_018,2016-06-19,87.50173,77.666664
FOODS_1_018,2016-06-20,87.15893,94.666664
FOODS_1_018,2016-06-21,77.26783,70.333336
FOODS_1_018,2016-06-22,103.45403,108.805565
FOODS_1_018,2016-06-23,98.8561,94.333336
FOODS_1_018,2016-06-24,71.25505,78.7835
FOODS_1_018,2016-06-25,86.28928,80.3206
FOODS_1_018,2016-06-26,75.25947,99.0
FOODS_1_018,2016-06-27,93.49059,110.33333
FOODS_1_018,2016-06-28,74.93245,76.0
FOODS_1_018,2016-06-29,73.02941,85.333336
FOODS_1_018,2016-06-30,84.15481,88.333336
FOODS_1_018,2016-07-01,86.794975,83.666664
FOODS_1_018,2016-07-02,86.28928,80.3206
FOODS_1_018,2016-07-03,80.64282,98.99999
FOODS_1_018,2016-07-04,87.15893,94.666664
FOODS_1_018,2016-07-05,73.030846,86.00001
FOODS_1_018,2016-07-06,87.15893,94.666664
FOODS_1_018,2016-07-07,88.529884,118.666664
FOODS_1_018,2016-07-08,108.94344,109.65934
FOODS_1_018,2016-07-09,103.25127,85.666664
FOODS_1_018,2016-07-10,90.43145,96.333336
FOODS_1_018,2016-07-11,90.43145,96.333336
FOODS_1_018,2016-07-12,90.43145,96.333336
FOODS_1_018,2016-07-13,88.52915,67.666664
FOODS_1_018,2016-07-14,70.5075,76.66667
FOODS_1_018,2016-07-15,121.41493,95.81
FOODS_1_018,2016-07-16,76.282974,70.66667
FOODS_1_018,2016-07-17,74.93245,76.0
FOODS_1_018,2016-07-18,79.690704,93.333336
FOODS_1_018,2016-07-19,69.55108,78.33333
FOODS_1_018,2016-07-20,87.50173,77.666664
FOODS_1_018,2016-07-21,94.566025,91.666664
FOODS_1_018,2016-07-22,99.25345,92.57514
FOODS_1_018,2016-07-23,88.529884,118.666664
FOODS_1_018,2016-07-24,72.458,92.88468
FOODS_1_018,2016-07-25,107.629745,105.333336
FOODS_1_018,2016-07-26,75.25947,99.0
FOODS_1_018,2016-07-27,103.482445,102.00001
FOODS_1_018,2016-07-28,72.458,92.88468
FOODS_1_018,2016-07-29,91.5377,75.70236
FOODS_1_018,2016-07-30,58.85282,61.333332
FOODS_1_018,2016-07-31,78.1609,94.0
FOODS_1_018,2016-08-01,80.24647,79.666664
FOODS_1_018,2016-08-02,88.9736,95.666664
FOODS_1_018,2016-08-03,100.225006,104.0
FOODS_1_018,2016-08-04,103.25127,85.666664
FOODS_1_018,2016-08-05,88.34618,84.62831
FOODS_1_018,2016-08-06,71.83463,66.333336
FOODS_1_018,2016-08-07,90.43145,96.333336
FOODS_1_018,2016-08-08,93.49059,110.33333
FOODS_1_018,2016-08-09,87.50173,77.666664
FOODS_1_018,2016-08-10,87.15893,94.666664
FOODS_1_018,2016-08-11,87.15893,94.666664
FOODS_1_018,2016-08-12,88.56709,75.0
FOODS_1_018,2016-08-13,58.85282,61.333332
FOODS_1_018,2016-08-14,83.818634,121.33332
FOODS_1_018,2016-08-15,93.49059,110.33333
FOODS_1_018,2016-08-16,72.57331,55.999996
FOODS_1_018,2016-08-17,71.83463,66.333336
FOODS_1_018,2016-08-18,83.81458,82.666664
FOODS_1_018,2016-08-19,113.02899,109.66666
FOODS_1_018,2016-08-20,84.15481,88.333336
FOODS_1_018,2016-08-21,52.1806,38.840797
FOODS_1_018,2016-08-22,63.512466,66.333336
FOODS_1_018,2016-08-23,69.437515,69.00001
FOODS_1_018,2016-08-24,83.00143,102.64866
FOODS_1_018,2016-08-25,73.76037,56.916664
FOODS_1_018,2016-08-26,24.166323,65.09562
FOODS_1_018,2016-08-27,71.402756,72.77747
FOODS_1_018,2016-08-28,44.880882,54.74811
FOODS_1_018,2016-08-29,57.0033,66.333336
FOODS_1_018,2016-08-30,82.11472,96.98352
FOODS_1_018,2016-08-31,8.920559,99.0
FOODS_1_018,2016-09-01,73.81774,37.871796
FOODS_1_018,2016-09-02,108.43201,62.388885
FOODS_1_018,2016-09-03,42.891327,25.545599
FOODS_1_018,2016-09-04,8.920559,99.0
FOODS_1_018,2016-09-05,51.33021,33.821777
FOODS_1_018,2016-09-06,92.7409,94.666664
FOODS_1_018,2016-09-07,72.97025,67.66666
FOODS_1_018,2016-09-08,59.90657,54.236897
FOODS_1_018,2016-09-09,128.64197,74.124535
FOODS_1_018,2016-09-10,79.48608,76.0
FOODS_1_018,2016-09-11,74.25616,67.87301
FOODS_1_018,2016-09-12,57.0033,66.333336
FOODS_1_018,2016-09-13,56.84574,38.840797
FOODS_1_018,2016-09-14,83.00143,102.64866
FOODS_1_018,2016-09-15,61.95642,72.77747
FOODS_1_018,2016-09-16,75.53793,72.813995
FOODS_1_018,2016-09-17,44.417404,72.77747
FOODS_1_018,2016-09-18,51.172382,84.23954
FOODS_1_018,2016-09-19,64.58058,61.63485
FOODS_1_018,2016-09-20,94.81119,77.19827
FOODS_1_018,2016-09-21,33.355003,60.527237
FOODS_1_018,2016-09-22,68.18429,52.174747
FOODS_1_018,2016-09-23,94.67062,54.74811
FOODS_1_018,2016-09-24,63.512466,66.333336
FOODS_1_018,2016-09-25,64.39792,85.87871
FOODS_1_018,2016-09-26,66.18181,75.0
FOODS_1_018,2016-09-27,79.48608,79.740974
FOODS_1_018,2016-09-28,44.928642,22.46759
FOODS_1_018,2016-09-29,88.2661,56.513447
FOODS_1_018,2016-09-30,94.67062,54.74811
FOODS_1_018,2016-10-01,75.4557,66.333336
FOODS_1_018,2016-10-02,51.172382,84.23954
FOODS_1_018,2016-10-03,79.48608,76.0
FOODS_1_018,2016-10-04,51.172382,84.23954
FOODS_1_018,2016-10-05,75.53793,80.81731
FOODS_1_018,2016-10-06,87.83634,82.07836
FOODS_1_018,2016-10-07,89.32664,70.333336
FOODS_1_018,2016-10-08,79.00774,38.721256
FOODS_1_018,2016-10-09,79.00774,38.721256
FOODS_1_018,2016-10-10,79.00774,38.721256
FOODS_1_018,2016-10-11,75.53793,72.813995
FOODS_1_018,2016-10-12,37.549953,32.545547
FOODS_1_018,2016-10-13,96.28317,70.50785
FOODS_1_018,2016-10-14,42.891327,25.545599
FOODS_1_018,2016-10-15,66.18181,75.0
FOODS_1_018,2016-10-16,52.1806,38.840797
FOODS_1_018,2016-10-17,57.01241,67.65274
FOODS_1_018,2016-10-18,44.417404,72.77747
FOODS_1_018,2016-10-19,50.33412,81.20678
FOODS_1_018,2016-10-20,59.90657,54.236897
FOODS_1_018,2016-10-21,75.53793,80.81731
FOODS_1_018,2016-10-22,59.584156,90.21015
FOODS_1_018,2016-10-23,90.318214,69.220665
FOODS_1_018,2016-10-24,63.512466,66.333336
FOODS_1_018,2016-10-25,101.282166,67.666664
FOODS_1_018,2016-10-26,59.584156,90.21015
FOODS_1_018,2016-10-27,27.359612,41.419003
FOODS_1_018,2016-10-28,108.43201,62.388885
FOODS_1_018,2016-10-29,68.40632,66.666664
FOODS_1_018,2016-10-30,51.33021,33.821777
FOODS_1_018,2016-10-31,56.36129,55.78177
FOODS_1_018,2016-11-01,92.7409,94.666664
FOODS_1_018,2016-11-02,89.32664,70.333336
FOODS_1_018,2016-11-03,61.144684,85.772354
FOODS_1_018,2016-11-04,51.65238,47.79381
FOODS_1_018,2016-11-05,79.00774,38.721256
FOODS_1_018,2016-11-06,64.39792,85.87871
FOODS_1_018,2016-11-07,44.417404,72.77747
FOODS_1_018,2016-11-08,51.172382,84.23954
FOODS_1_018,2016-11-09,51.172382,84.23954
FOODS_1_018,2016-11-10,79.07261,86.666664
FOODS_1_018,2016-11-11,108.43201,62.388885
FOODS_1_018,2016-11-12,73.1495,86.861664
FOODS_1_018,2016-11-13,64.39792,85.87871
FOODS_1_018,2016-11-14,65.39315,65.0
FOODS_1_018,2016-11-15,51.65238,47.79381
FOODS_1_018,2016-11-16,73.1495,71.78965
FOODS_1_018,2016-11-17,91.434814,100.74774
FOODS_1_018,2016-11-18,44.928642,22.46759
FOODS_1_032,2016-05-23,60.30126,93.0
FOODS_1_032,2016-05-24,52.443386,46.66667
FOODS_1_032,2016-05-25,60.44062,75.666664
FOODS_1_032,2016-05-26,81.089226,88.666664
FOODS_1_032,2016-05-27,67.9982,82.333336
FOODS_1_032,2016-05-28,80.86319,136.66667
FOODS_1_032,2016-05-29,58.691948,51.666664
FOODS_1_032,2016-05-30,63.722973,53.666664
FOODS_1_032,2016-05-31,60.30126,93.0
FOODS_1_032,2016-06-01,60.30126,93.0
FOODS_1_032,2016-06-02,79.8675,68.666664
FOODS_1_032,2016-06-03,90.91428,78.333336
FOODS_1_032,2016-06-04,65.38798,67.0
FOODS_1_032,2016-06-05,65.12294,70.0
FOODS_1_032,2016-06-06,44.012207,35.333332
FOODS_1_032,2016-06-07,51.18807,61.666664
FOODS_1_032,2016-06-08,63.4281,30.0
FOODS_1_032,2016-06-09,60.30126,93.0
FOODS_1_032,2016-06-10,64.80549,44.0
FOODS_1_032,2016-06-11,67.9982,82.333336
FOODS_1_032,2016-06-12,84.95673,62.666664
FOODS_1_032,2016-06-13,44.012207,35.333332
FOODS_1_032,2016-06-14,73.597084,67.0
FOODS_1_032,2016-06-15,60.30126,93.0
FOODS_1_032,2016-06-16,85.06544,112.333336
FOODS_1_032,2016-06-17,90.89641,79.0
FOODS_1_032,2016-06-18,90.91428,78.333336
FOODS_1_032,2016-06-19,63.662045,82.333336
FOODS_1_032,2016-06-20,72.73159,107.33333
FOODS_1_032,2016-06-21,74.69165,116.333336
FOODS_1_032,2016-06-22,67.9982,82.333336
FOODS_1_032,2016-06-23,136.81818,131.4359
FOODS_1_032,2016-06-24,161.67484,142.34378
FOODS_1_032,2016-06-25,105.095116,83.333336
FOODS_1_032,2016-06-26,43.778847,38.333332
FOODS_1_032,2016-06-27,73.597084,67.0
FOODS_1_032,2016-06-28,65.12294,70.0
FOODS_1_032,2016-06-29,65.58074,32.666664
FOODS_1_032,2016-06-30,99.63475,62.333332
FOODS_1_032,2016-07-01,77.28123,92.333336
FOODS_1_032,2016-07-02,74.69165,116.333336
FOODS_1_032,2016-07-03,62.629635,69.0
FOODS_1_032,2016-07-04,64.80549,44.0
FOODS_1_032,2016-07-05,63.722973,53.666664
FOODS_1_032,2016-07-06,84.95673,62.666664
FOODS_1_032,2016-07-07,79.8675,68.666664
FOODS_1_032,2016-07-08,126.78826,128.0
FOODS_1_032,2016-07-09,75.93755,69.66667
FOODS_1_032,2016-07-10,66.561264,48.666668
FOODS_1_032,2016-07-11,54.172997,68.33333
FOODS_1_032,2016-07-12,72.73159,107.33333
FOODS_1_032,2016-07-13,43.778847,38.333332
FOODS_1_032,2016-07-14,58.149944,69.666664
FOODS_1_032,2016-07-15,65.38798,67.0
FOODS_1_032,2016-07-16,54.172997,68.33333
FOODS_1_032,2016-07-17,65.45415,70.666664
FOODS_1_032,2016-07-18,80.86319,136.66667
FOODS_1_032,2016-07-19,65.58074,32.666664
FOODS_1_032,2016-07-20,68.698906,63.333336
FOODS_1_032,2016-07-21,63.722973,53.666664
FOODS_1_032,2016-07-22,85.06544,112.333336
FOODS_1_032,2016-07-23,82.94878,59.666668
FOODS_1_032,2016-07-24,68.75983,50.0
FOODS_1_032,2016-07-25,80.23363,52.333336
FOODS_1_032,2016-07-26,68.75983,50.0
FOODS_1_032,2016-07-27,97.66604,141.33333
FOODS_1_032,2016-07-28,67.9982,82.333336
FOODS_1_032,2016-07-29,76.87666,101.666664
FOODS_1_032,2016-07-30,105.095116,83.333336
FOODS_1_032,2016-07-31,90.89641,79.0
FOODS_1_032,2016-08-01,56.90078,77.00001
FOODS_1_032,2016-08-02,75.58685,106.666664
FOODS_1_032,2016-08-03,65.45415,70.666664
FOODS_1_032,2016-08-04,80.69489,80.333336
FOODS_1_032,2016-08-05,105.095116,83.333336
FOODS_1_032,2016-08-06,104.05754,135.0
FOODS_1_032,2016-08-07,84.95673,62.666664
FOODS_1_032,2016-08-08,65.12294,70.0
FOODS_1_032,2016-08-09,58.149944,69.666664
FOODS_1_032,2016-08-10,97.66604,141.33333
FOODS_1_032,2016-08-11,76.87666,101.666664
FOODS_1_032,2016-08-12,75.82494,104.00001
FOODS_1_032,2016-08-13,79.8675,68.666664
FOODS_1_032,2016-08-14,79.8675,68.666664
FOODS_1_032,2016-08-15,63.722973,53.666664
FOODS_1_032,2016-08-16,65.58074,32.666664
FOODS_1_032,2016-08-17,80.69489,80.333336
FOODS_1_032,2016-08-18,74.69165,116.333336
FOODS_1_032,2016-08-19,65.487434,73.333336
FOODS_1_032,2016-08-20,72.37176,88.333336
FOODS_1_032,2016-08-21,56.739105,88.333336
FOODS_1_032,2016-08-22,61.363087,135.21445
FOODS_1_032,2016-08-23,104.1377,45.26034
FOODS_1_032,2016-08-24,111.9246,86.95626
FOODS_1_032,2016-08-25,80.23363,76.00725
FOODS_1_032,2016-08-26,48.19512,111.99883
FOODS_1_032,2016-08-27,51.576218,52.057404
FOODS_1_032,2016-08-28,106.66042,71.405754
FOODS_1_032,2016-08-29,56.739105,88.333336
FOODS_1_032,2016-08-30,56.739105,88.333336
FOODS_1_032,2016-08-31,71.26016,88.1272
FOODS_1_032,2016-09-01,69.71174,136.5529
FOODS_1_032,2016-09-02,77.173,136.66667
FOODS_1_032,2016-09-03,46.676037,77.00001
FOODS_1_032,2016-09-04,73.21605,91.70173
FOODS_1_032,2016-09-05,64.54533,31.819067
FOODS_1_032,2016-09-06,77.80179,35.333332
FOODS_1_032,2016-09-07,56.739105,88.333336
FOODS_1_032,2016-09-08,68.3192,46.66667
FOODS_1_032,2016-09-09,80.23363,76.00725
FOODS_1_032,2016-09-10,88.48243,113.38299
FOODS_1_032,2016-09-11,73.21605,91.70173
FOODS_1_032,2016-09-12,75.35908,136.66667
FOODS_1_032,2016-09-13,56.739105,88.333336
FOODS_1_032,2016-09-14,59.50611,93.084496
FOODS_1_032,2016-09-15,69.71174,44.0
FOODS_1_032,2016-09-16,69.71174,136.5529
FOODS_1_032,2016-09-17,87.20285,76.00725
FOODS_1_032,2016-09-18,63.148018,64.39535
FOODS_1_032,2016-09-19,111.93514,106.6907
FOODS_1_032,2016-09-20,80.23363,76.00725
FOODS_1_032,2016-09-21,133.85017,70.67402
FOODS_1_032,2016-09-22,84.21894,132.99301
FOODS_1_032,2016-09-23,122.649086,64.329475
FOODS_1_032,2016-09-24,33.071087,58.584106
FOODS_1_032,2016-09-25,75.35908,136.66667
FOODS_1_032,2016-09-26,46.676037,77.00001
FOODS_1_032,2016-09-27,69.29725,78.57333
FOODS_1_032,2016-09-28,72.9086,63.150223
FOODS_1_032,2016-09-29,80.03751,109.64296
FOODS_1_032,2016-09-30,111.93514,106.6907
FOODS_1_032,2016-10-01,76.572136,31.0
FOODS_1_032,2016-10-02,68.3192,46.66667
FOODS_1_032,2016-10-03,106.66042,71.405754
FOODS_1_032,2016-10-04,88.48243,113.38299
FOODS_1_032,2016-10-05,71.26016,88.1272
FOODS_1_032,2016-10-06,107.36013,74.66667
FOODS_1_032,2016-10-07,73.11578,105.49133
FOODS_1_032,2016-10-08,79.00776,45.741596
FOODS_1_032,2016-10-09,20.839565,73.58873
FOODS_1_032,2016-10-10,63.148018,64.39535
FOODS_1_032,2016-10-11,33.071087,58.584106
FOODS_1_032,2016-10-12,64.78556,105.49133
FOODS_1_032,2016-10-13,77.173,136.66667
FOODS_1_032,2016-10-14,20.839565,73.58873
FOODS_1_032,2016-10-15,37.728577,92.905426
FOODS_1_032,2016-10-16,48.19512,111.99883
FOODS_1_032,2016-10-17,69.29725,78.57333
FOODS_1_032,2016-10-18,117.38695,61.635487
FOODS_1_032,2016-10-19,106.66042,71.405754
FOODS_1_032,2016-10-20,59.50611,93.084496
FOODS_1_032,2016-10-21,118.82192,70.320755
FOODS_1_032,2016-10-22,85.16749,63.333336
FOODS_1_032,2016-10-23,57.648914,97.05025
FOODS_1_032,2016-10-24,85.16749,63.333336
FOODS_1_032,2016-10-25,72.44746,77.90165
FOODS_1_032,2016-10-26,80.23363,76.00725
FOODS_1_032,2016-10-27,91.41732,100.56031
FOODS_1_032,2016-10-28,122.649086,64.329475
FOODS_1_032,2016-10-29,69.71174,44.0
FOODS_1_032,2016-10-30,123.69257,84.00001
FOODS_1_032,2016-10-31,101.98007,97.01637
FOODS_1_032,2016-11-01,37.728577,92.905426
FOODS_1_032,2016-11-02,71.03381,48.860214
FOODS_1_032,2016-11-03,122.649086,64.329475
FOODS_1_032,2016-11-04,104.85529,128.0
FOODS_1_032,2016-11-05,88.48243,113.38299
FOODS_1_032,2016-11-06,46.676037,77.00001
FOODS_1_032,2016-11-07,64.78556,105.49133
FOODS_1_032,2016-11-08,72.44746,77.90165
FOODS_1_032,2016-11-09,91.41732,100.56031
FOODS_1_032,2016-11-10,88.83504,73.0
FOODS_1_032,2016-11-11,71.26016,88.1272
FOODS_1_032,2016-11-12,71.26016,88.1272
FOODS_1_032,2016-11-13,106.66042,71.405754
FOODS_1_032,2016-11-14,69.29725,78.57333
FOODS_1_032,2016-11-15,71.03381,48.860214
FOODS_1_032,2016-11-16,111.93514,106.6907
FOODS_1_032,2016-11-17,77.79981,33.475876
FOODS_1_032,2016-11-18,97.949684,107.34927
FOODS_1_043,2016-05-23,45.59327,0.0
FOODS_1_043,2016-05-24,45.59327,0.0
FOODS_1_043,2016-05-25,45.59327,0.0
