unique_id,ds,RandomForestRegressor,KNeighborsRegressor
CA_1,2016-09-03,3219.1646,4138.3164
CA_1,2016-09-04,4662.0127,4306.7646
CA_1,2016-09-05,3516.7422,2946.121
CA_1,2016-09-06,3614.8384,3752.5579
CA_1,2016-09-07,3744.793,4029.4116
CA_1,2016-09-08,4038.2185,3603.7393
CA_1,2016-09-09,4957.719,4213.9404
CA_1,2016-09-10,4071.2668,3568.1067
CA_1,2016-09-11,4125.9546,4411.6714
CA_1,2016-09-12,3739.7637,4038.5847
CA_1,2016-09-13,3519.7273,3300.4434
CA_1,2016-09-14,4460.5815,3926.1038
CA_1,2016-09-15,4809.401,5080.383
CA_1,2016-09-16,4930.327,4642.3135
CA_1,2016-09-17,4095.7869,3771.3135
CA_1,2016-09-18,4045.5364,4117.062
CA_1,2016-09-19,3511.1067,3658.5273
CA_1,2016-09-20,3815.7415,4104.2793
CA_1,2016-09-21,4247.2925,4343.107
CA_1,2016-09-22,5099.632,4404.67
CA_1,2016-09-23,4367.8228,3933.8545
CA_1,2016-09-24,4963.2363,4085.473
CA_1,2016-09-25,3880.322,4566.969
CA_1,2016-09-26,3901.3357,3500.331
CA_1,2016-09-27,4193.894,3754.4788
CA_1,2016-09-28,4247.2925,4405.577
CA_1,2016-09-29,4892.0977,5191.479
CA_1,2016-09-30,5244.1006,4101.925
CA_1,2016-10-01,4872.341,3811.4531
CA_1,2016-10-02,3134.956,4206.842
CA_1,2016-10-03,3309.698,3923.143
CA_1,2016-10-04,3587.248,4293.984
CA_1,2016-10-05,3956.827,4734.6016
CA_1,2016-10-06,4699.677,4526.45
CA_1,2016-10-07,4526.3506,4989.7656
CA_1,2016-10-08,4687.9395,3900.5215
CA_1,2016-10-09,3108.3667,3064.3782
CA_1,2016-10-10,4035.9346,3759.8499
CA_1,2016-10-11,4111.8413,3710.0
CA_1,2016-10-12,3761.3267,4820.0737
CA_1,2016-10-13,5178.958,4604.6895
CA_1,2016-10-14,4743.8755,4366.057
CA_1,2016-10-15,3567.8652,3933.1348
CA_1,2016-10-16,3848.6335,3977.325
CA_1,2016-10-17,4249.1187,4031.4077
CA_1,2016-10-18,3723.2737,3267.9285
CA_1,2016-10-19,4506.7925,3933.0872
CA_1,2016-10-20,4777.256,4390.1074
CA_1,2016-10-21,4600.2188,4891.4976
CA_1,2016-10-22,4791.6143,4712.6436
CA_1,2016-10-23,2984.373,3932.9128
CA_1,2016-10-24,4876.544,4292.0366
CA_1,2016-10-25,4884.785,3437.7578
CA_1,2016-10-26,3269.9246,4532.6084
CA_1,2016-10-27,4591.306,3749.657
CA_1,2016-10-28,3941.9468,3851.913
CA_1,2016-10-29,4704.98,4862.7275
CA_1,2016-10-30,4186.3755,3364.984
CA_1,2016-10-31,4844.0396,4415.6064
CA_1,2016-11-01,4961.6855,4364.125
CA_1,2016-11-02,4015.8972,4501.8984
CA_1,2016-11-03,3615.2932,3258.0103
CA_1,2016-11-04,4427.594,4921.76
CA_1,2016-11-05,4465.318,4659.148
CA_1,2016-11-06,4734.18,3772.7278
CA_1,2016-11-07,3761.3267,4820.0737
CA_1,2016-11-08,3744.793,4029.4116
CA_1,2016-11-09,4605.018,4348.6357
CA_1,2016-11-10,4745.692,4259.8784
CA_1,2016-11-11,4101.1587,4288.6
CA_1,2016-11-12,3726.935,5069.288
CA_1,2016-11-13,5839.422,3833.228
CA_1,2016-11-14,4286.69,4137.415
CA_1,2016-11-15,3458.6255,3945.6345
CA_1,2016-11-16,5264.974,3689.4656
CA_1,2016-11-17,4684.336,4384.041
CA_1,2016-11-18,4216.988,4176.333
CA_2,2016-05-23,3747.5327,3835.0508
CA_2,2016-05-24,3791.174,3681.5994
CA_2,2016-05-25,4420.0947,4454.6714
CA_2,2016-05-26,4531.239,4459.7065
CA_2,2016-05-27,4619.487,5098.1587
CA_2,2016-05-28,5229.724,4795.6973
CA_2,2016-05-29,3786.3386,3671.4207
CA_2,2016-05-30,3900.4119,3914.7017
CA_2,2016-05-31,4220.24,3978.7903
CA_2,2016-06-01,4682.36,3802.3118
CA_2,2016-06-02,3882.2756,3908.9026
CA_2,2016-06-03,5149.0757,4880.335
CA_2,2016-06-04,4795.1587,4745.806
CA_2,2016-06-05,3413.6064,3983.134
CA_2,2016-06-06,2776.933,3083.8298
CA_2,2016-06-07,4025.4238,4068.5674
CA_2,2016-06-08,3485.7466,3529.9575
CA_2,2016-06-09,5093.3516,4921.5205
CA_2,2016-06-10,4810.717,5409.65
CA_2,2016-06-11,4394.681,4549.907
CA_2,2016-06-12,3338.9214,2554.1838
CA_2,2016-06-13,3946.587,3509.9
CA_2,2016-06-14,5244.8135,4453.1733
CA_2,2016-06-15,3915.2441,3591.0457
CA_2,2016-06-16,4111.742,4031.7275
CA_2,2016-06-17,2861.2349,2965.9937
CA_2,2016-06-18,2413.7966,2362.3887
CA_2,2016-06-19,3643.939,3315.2795
CA_2,2016-06-20,3724.8176,3690.0854
CA_2,2016-06-21,3551.784,3869.8494
CA_2,2016-06-22,2533.7095,2936.3953
CA_2,2016-06-23,4033.1006,3788.8533
CA_2,2016-06-24,5456.7427,5170.643
CA_2,2016-06-25,5906.7915,5337.74
CA_2,2016-06-26,3724.8176,3690.0854
CA_2,2016-06-27,3442.3372,3553.8823
CA_2,2016-06-28,3793.6797,3839.8535
CA_2,2016-06-29,2979.971,2952.3335
CA_2,2016-06-30,5321.8647,4965.258
CA_2,2016-07-01,3833.344,4205.9463
CA_2,2016-07-02,5565.1606,4884.031
CA_2,2016-07-03,4102.242,3972.445
CA_2,2016-07-04,3938.5898,3768.2034
CA_2,2016-07-05,3630.2695,3445.9016
CA_2,2016-07-06,4181.782,3737.7441
CA_2,2016-07-07,4755.2827,5328.345
CA_2,2016-07-08,4768.2725,4577.628
CA_2,2016-07-09,4554.1875,5337.74
CA_2,2016-07-10,3212.1768,3539.7256
CA_2,2016-07-11,3769.7112,3666.5857
CA_2,2016-07-12,3184.5225,3572.8518
CA_2,2016-07-13,3258.9922,3467.1382
CA_2,2016-07-14,3885.0022,3834.0898
CA_2,2016-07-15,4234.0073,4689.8257
CA_2,2016-07-16,5037.826,4904.635
CA_2,2016-07-17,3653.171,4440.9604
CA_2,2016-07-18,3251.9363,3417.603
CA_2,2016-07-19,3330.5144,3879.4187
CA_2,2016-07-20,3591.4055,3886.9358
CA_2,2016-07-21,4561.7144,4403.118
CA_2,2016-07-22,5057.1826,5010.535
CA_2,2016-07-23,4641.4106,4354.2866
CA_2,2016-07-24,4061.693,3756.7856
CA_2,2016-07-25,3637.6113,3776.4744
CA_2,2016-07-26,3372.4011,3449.3428
CA_2,2016-07-27,3887.4646,4007.6277
CA_2,2016-07-28,3568.7178,3651.3486
CA_2,2016-07-29,4383.672,4780.6436
CA_2,2016-07-30,5045.8667,4773.863
CA_2,2016-07-31,4860.652,4247.9507
CA_2,2016-08-01,4038.7544,4036.3232
CA_2,2016-08-02,4308.8506,4418.2417
CA_2,2016-08-03,3682.1292,3693.626
CA_2,2016-08-04,3782.7456,4172.254
CA_2,2016-08-05,6059.5776,5562.5337
CA_2,2016-08-06,4861.9463,5001.43
CA_2,2016-08-07,4451.0854,4087.7312
CA_2,2016-08-08,3385.2869,3871.2402
CA_2,2016-08-09,3849.934,3952.038
CA_2,2016-08-10,3511.0947,3476.849
CA_2,2016-08-11,4239.3926,4343.233
CA_2,2016-08-12,4673.12,5037.9766
CA_2,2016-08-13,3342.974,4084.8533
CA_2,2016-08-14,3342.335,3341.2473
CA_2,2016-08-15,4690.476,3943.0952
CA_2,2016-08-16,3956.8567,4563.645
CA_2,2016-08-17,4442.267,4540.871
CA_2,2016-08-18,4123.0166,4560.2925
CA_2,2016-08-19,5308.0635,5584.808
CA_2,2016-08-20,5361.35,5550.977
CA_2,2016-08-21,3776.855,3330.0925
CA_2,2016-08-22,3432.4456,3642.832
CA_2,2016-08-23,4445.1714,4271.2485
CA_2,2016-08-24,3615.614,3641.8599
CA_2,2016-08-25,4643.834,4189.4346
CA_2,2016-08-26,5460.448,4152.206
CA_2,2016-08-27,4106.667,3616.0535
CA_2,2016-08-28,4127.0605,3371.4448
CA_2,2016-08-29,3735.5095,3566.862
CA_2,2016-08-30,4312.8,3071.87
CA_2,2016-08-31,3970.725,3268.5808
CA_2,2016-09-01,3925.8997,4869.0557
CA_2,2016-09-02,3810.471,4438.8726
CA_2,2016-09-03,3419.227,4809.9136
CA_2,2016-09-04,2700.6287,3589.27
CA_2,2016-09-05,3473.8918,4596.49
CA_2,2016-09-06,3421.301,4047.6177
CA_2,2016-09-07,4486.6396,5109.0454
CA_2,2016-09-08,4542.369,4118.888
CA_2,2016-09-09,4084.354,4190.9893
CA_2,2016-09-10,3215.7983,2960.786
CA_2,2016-09-11,3134.3152,3211.8484
CA_2,2016-09-12,4664.503,4600.6143
CA_2,2016-09-13,4635.5596,4591.8657
CA_2,2016-09-14,4088.9436,4340.3257
CA_2,2016-09-15,2991.8232,3628.4883
CA_2,2016-09-16,2414.0203,2792.6077
CA_2,2016-09-17,3237.2937,3955.9512
CA_2,2016-09-18,3579.6626,3589.3481
CA_2,2016-09-19,4058.145,4527.9307
CA_2,2016-09-20,2505.5671,3164.246
CA_2,2016-09-21,3812.7947,4547.7993
CA_2,2016-09-22,4689.1855,4743.465
CA_2,2016-09-23,5391.0303,4949.7227
CA_2,2016-09-24,3579.6626,3589.3481
CA_2,2016-09-25,3644.779,3134.2207
CA_2,2016-09-26,3667.1233,3163.6724
CA_2,2016-09-27,2810.0684,2955.4138
CA_2,2016-09-28,4711.6914,4829.9497
CA_2,2016-09-29,4647.3174,4218.6797
CA_2,2016-09-30,4579.6523,4564.2524
CA_2,2016-10-01,4502.8823,3956.0742
CA_2,2016-10-02,3997.635,3907.9507
CA_2,2016-10-03,3721.2566,3383.0198
CA_2,2016-10-04,3928.068,3438.2231
CA_2,2016-10-05,4216.785,4213.739
CA_2,2016-10-06,3879.8914,4757.8994
CA_2,2016-10-07,4065.4844,4949.7227
CA_2,2016-10-08,2596.8528,3694.5007
CA_2,2016-10-09,3814.19,4333.2026
CA_2,2016-10-10,3835.8398,4158.3335
CA_2,2016-10-11,3658.2864,3569.2244
CA_2,2016-10-12,3582.44,4415.6255
CA_2,2016-10-13,5033.481,4989.541
CA_2,2016-10-14,5349.9136,3868.7256
CA_2,2016-10-15,4048.352,4028.908
CA_2,2016-10-16,4186.4272,3891.383
CA_2,2016-10-17,3164.88,4030.1213
CA_2,2016-10-18,3420.892,3464.47
CA_2,2016-10-19,4813.151,4672.117
CA_2,2016-10-20,4195.645,5181.395
CA_2,2016-10-21,4597.753,3693.9136
CA_2,2016-10-22,4356.357,3812.018
CA_2,2016-10-23,5233.828,4240.412
CA_2,2016-10-24,3609.3418,3694.3252
CA_2,2016-10-25,4105.9863,3702.6653
CA_2,2016-10-26,3937.8423,3933.2017
CA_2,2016-10-27,3632.3247,4387.351
CA_2,2016-10-28,4091.2717,4720.6533
CA_2,2016-10-29,3833.3604,4491.1523
CA_2,2016-10-30,3657.73,5211.4165
CA_2,2016-10-31,3708.7573,4379.85
CA_2,2016-11-01,4608.9526,4110.5703
CA_2,2016-11-02,4252.5854,3995.3096
CA_2,2016-11-03,5366.1245,4971.9795
CA_2,2016-11-04,4297.5947,5102.531
CA_2,2016-11-05,4703.597,4091.7146
CA_2,2016-11-06,3719.6953,4593.185
CA_2,2016-11-07,4642.103,5077.6587
CA_2,2016-11-08,3671.3516,3469.815
CA_2,2016-11-09,3750.352,5035.2056
CA_2,2016-11-10,4564.191,5312.6934
CA_2,2016-11-11,3753.36,5414.4287
CA_2,2016-11-12,3458.314,4750.4253
CA_2,2016-11-13,3680.7405,3681.5327
CA_2,2016-11-14,3578.8938,4057.7053
CA_2,2016-11-15,5025.1357,4666.0864
CA_2,2016-11-16,4494.458,3749.0583
CA_2,2016-11-17,5421.2446,5550.7207
CA_2,2016-11-18,4531.41,5292.95
CA_3,2016-05-23,6357.182,5972.571
CA_3,2016-05-24,5896.331,5464.3345
CA_3,2016-05-25,5800.003,5543.334
CA_3,2016-05-26,5821.843,6548.4854
CA_3,2016-05-27,6138.204,5871.585
CA_3,2016-05-28,7231.746,6566.3823
CA_3,2016-05-29,4761.3687,5028.4263
CA_3,2016-05-30,6802.7627,6501.625
CA_3,2016-05-31,6611.5874,5943.3247
CA_3,2016-06-01,5580.712,5471.366
CA_3,2016-06-02,5716.838,5844.4966
CA_3,2016-06-03,6637.999,6172.154
CA_3,2016-06-04,7325.35,6740.7236
CA_3,2016-06-05,6537.62,6523.0146
CA_3,2016-06-06,5902.331,5899.9614
CA_3,2016-06-07,6385.5513,6406.9194
CA_3,2016-06-08,5502.6143,5507.256
CA_3,2016-06-09,6733.451,5727.293
CA_3,2016-06-10,5953.4277,6271.891
CA_3,2016-06-11,7116.286,6526.1787
CA_3,2016-06-12,6565.727,5775.7104
CA_3,2016-06-13,6690.394,6639.4316
CA_3,2016-06-14,4669.058,5287.269
CA_3,2016-06-15,5670.851,5424.997
CA_3,2016-06-16,5456.703,5404.417
CA_3,2016-06-17,5853.8374,5939.434
CA_3,2016-06-18,1971.2753,3078.7327
CA_3,2016-06-19,5534.193,5114.283
CA_3,2016-06-20,5440.328,5208.4165
CA_3,2016-06-21,5317.451,5304.955
CA_3,2016-06-22,6542.053,6559.527
CA_3,2016-06-23,4844.1035,5236.6855
CA_3,2016-06-24,6093.396,5709.701
CA_3,2016-06-25,6849.2856,7177.6445
CA_3,2016-06-26,5237.915,5063.5605
CA_3,2016-06-27,4815.905,4887.9062
CA_3,2016-06-28,5144.6035,5411.2744
CA_3,2016-06-29,4391.242,4071.3037
CA_3,2016-06-30,5774.4287,5924.496
CA_3,2016-07-01,5566.0845,6028.0977
CA_3,2016-07-02,6824.813,6927.777
CA_3,2016-07-03,5995.677,5869.303
CA_3,2016-07-04,5518.3174,5698.5005
CA_3,2016-07-05,5538.916,5193.3745
CA_3,2016-07-06,5024.286,5896.5845
CA_3,2016-07-07,4537.7666,5562.473
CA_3,2016-07-08,5548.3237,5512.921
CA_3,2016-07-09,5313.5225,5485.058
CA_3,2016-07-10,6058.9395,5916.5757
CA_3,2016-07-11,5489.8154,5846.177
CA_3,2016-07-12,5374.302,5358.8115
CA_3,2016-07-13,4815.905,4887.9062
CA_3,2016-07-14,4865.4727,4796.4897
CA_3,2016-07-15,7073.5176,5913.519
CA_3,2016-07-16,6588.8857,5881.53
CA_3,2016-07-17,5590.0195,5760.829
CA_3,2016-07-18,4053.4373,5027.2207
CA_3,2016-07-19,4636.869,5841.829
CA_3,2016-07-20,5436.4033,5428.275
CA_3,2016-07-21,6215.897,6165.1553
CA_3,2016-07-22,6848.0234,6458.6177
CA_3,2016-07-23,5705.081,6551.8726
CA_3,2016-07-24,5708.2925,6185.2524
CA_3,2016-07-25,4687.7837,5219.0913
CA_3,2016-07-26,5465.3975,5317.2295
CA_3,2016-07-27,5497.2954,5504.6997
CA_3,2016-07-28,6419.669,6902.12
CA_3,2016-07-29,6956.5986,6553.5957
CA_3,2016-07-30,6723.1377,6858.1055
CA_3,2016-07-31,6488.627,6592.6616
CA_3,2016-08-01,6152.8394,6296.995
CA_3,2016-08-02,7009.24,6474.7593
CA_3,2016-08-03,7125.0,6582.911
CA_3,2016-08-04,5997.5464,6292.3945
CA_3,2016-08-05,6766.394,6790.592
CA_3,2016-08-06,6197.0425,6327.6284
CA_3,2016-08-07,6651.3296,6736.0
CA_3,2016-08-08,5588.7285,6378.5767
CA_3,2016-08-09,6312.1865,6188.6284
CA_3,2016-08-10,5902.757,5653.5293
CA_3,2016-08-11,5896.0654,6160.432
CA_3,2016-08-12,6859.127,6428.9917
CA_3,2016-08-13,6588.8105,6774.6978
CA_3,2016-08-14,5201.4224,3965.513
CA_3,2016-08-15,5944.9565,5813.8706
CA_3,2016-08-16,4366.8125,4864.4253
CA_3,2016-08-17,5136.2485,5645.3335
CA_3,2016-08-18,6427.7925,6182.412
CA_3,2016-08-19,6880.5654,6497.2036
CA_3,2016-08-20,6376.998,6178.8853
CA_3,2016-08-21,5425.941,6479.095
CA_3,2016-08-22,5230.0513,5129.4604
CA_3,2016-08-23,5410.496,5506.425
CA_3,2016-08-24,4987.055,7558.6987
CA_3,2016-08-25,4443.7466,5904.873
CA_3,2016-08-26,5994.45,6378.08
CA_3,2016-08-27,5240.3906,5043.009
CA_3,2016-08-28,6116.409,6111.2285
CA_3,2016-08-29,4385.2866,5251.94
CA_3,2016-08-30,4631.4546,4894.92
CA_3,2016-08-31,5202.362,5773.762
CA_3,2016-09-01,6675.904,6245.9814
CA_3,2016-09-02,7311.7773,7286.8184
CA_3,2016-09-03,6197.688,6523.8257
CA_3,2016-09-04,5864.118,7530.9624
CA_3,2016-09-05,5649.8086,5197.343
CA_3,2016-09-06,5392.494,5743.8555
CA_3,2016-09-07,7697.523,6337.957
CA_3,2016-09-08,4784.219,4994.5054
CA_3,2016-09-09,5724.6445,6580.818
CA_3,2016-09-10,6684.881,6239.948
CA_3,2016-09-11,6226.1455,5784.639
CA_3,2016-09-12,5331.8457,5691.3853
CA_3,2016-09-13,5025.255,5927.602
CA_3,2016-09-14,6330.3413,5341.3003
CA_3,2016-09-15,4758.9165,5626.566
CA_3,2016-09-16,1941.4954,4308.8145
CA_3,2016-09-17,4966.02,5527.634
CA_3,2016-09-18,5483.4814,5416.779
CA_3,2016-09-19,4782.495,6687.5405
CA_3,2016-09-20,4857.786,6473.05
CA_3,2016-09-21,4641.4463,5425.001
CA_3,2016-09-22,5859.0073,4843.367
CA_3,2016-09-23,8046.793,6835.406
CA_3,2016-09-24,6015.4766,2950.9238
CA_3,2016-09-25,5608.2515,5930.057
CA_3,2016-09-26,6305.9375,5369.415
CA_3,2016-09-27,5112.484,4130.4927
CA_3,2016-09-28,7060.0586,5986.035
CA_3,2016-09-29,5278.525,5521.696
CA_3,2016-09-30,5962.573,7727.192
CA_3,2016-10-01,6706.0664,6109.03
CA_3,2016-10-02,5127.25,4899.648
CA_3,2016-10-03,4542.8706,5890.5337
CA_3,2016-10-04,5196.68,5931.0444
CA_3,2016-10-05,4825.156,5111.8657
CA_3,2016-10-06,5727.0576,4324.6484
CA_3,2016-10-07,5214.8643,4963.2744
CA_3,2016-10-08,5849.6587,5725.201
CA_3,2016-10-09,5838.726,5608.786
CA_3,2016-10-10,4838.4717,4764.4727
CA_3,2016-10-11,5608.2515,5930.057
CA_3,2016-10-12,5001.4634,5725.0483
CA_3,2016-10-13,6850.426,5373.5205
CA_3,2016-10-14,6476.2085,6342.667
CA_3,2016-10-15,4368.509,5986.45
CA_3,2016-10-16,5322.053,5790.1704
CA_3,2016-10-17,5347.337,6292.3945
CA_3,2016-10-18,5472.258,7201.739
CA_3,2016-10-19,7232.026,6161.3804
CA_3,2016-10-20,6535.2407,6210.6226
CA_3,2016-10-21,6114.779,5971.349
CA_3,2016-10-22,6057.056,7620.9077
CA_3,2016-10-23,4538.4463,7074.8096
CA_3,2016-10-24,5563.4546,4862.0264
CA_3,2016-10-25,4969.636,5719.831
CA_3,2016-10-26,5949.949,6841.5503
CA_3,2016-10-27,5125.9526,6349.049
CA_3,2016-10-28,6209.5674,6908.212
CA_3,2016-10-29,6727.0293,5769.0327
CA_3,2016-10-30,5094.4326,5369.487
CA_3,2016-10-31,5877.7285,6568.171
CA_3,2016-11-01,6030.0303,6026.22
CA_3,2016-11-02,5111.457,7261.2246
CA_3,2016-11-03,6193.7144,5571.524
CA_3,2016-11-04,5532.159,5663.3477
CA_3,2016-11-05,6737.8726,5723.899
CA_3,2016-11-06,3926.457,5649.6733
CA_3,2016-11-07,5021.006,5665.2744
CA_3,2016-11-08,6180.143,5403.8193
CA_3,2016-11-09,5158.086,6238.313
CA_3,2016-11-10,6083.872,5407.91
CA_3,2016-11-11,6399.1177,6423.7495
CA_3,2016-11-12,5146.056,4382.7847
CA_3,2016-11-13,6011.873,6833.6577
CA_3,2016-11-14,4667.044,6698.672
CA_3,2016-11-15,4879.6143,5406.155
CA_3,2016-11-16,6990.439,6132.9756
CA_3,2016-11-17,6452.466,7001.9233
CA_3,2016-11-18,5805.108,6072.8105
CA_4,2016-05-23,2363.254,2358.3335
CA_4,2016-05-24,2180.04,2201.8394
CA_4,2016-05-25,2447.8176,2467.3333
CA_4,2016-05-26,2147.088,2225.182
CA_4,2016-05-27,2492.9744,2741.0518
CA_4,2016-05-28,2300.3958,2696.3552
CA_4,2016-05-29,2760.177,2755.0566
CA_4,2016-05-30,2156.6238,2133.919
CA_4,2016-05-31,2085.6064,2366.3296
CA_4,2016-06-01,2267.4321,2379.3733
CA_4,2016-06-02,1822.4326,1774.1814
CA_4,2016-06-03,2682.2236,2879.7612
CA_4,2016-06-04,2650.6104,2533.806
CA_4,2016-06-05,2442.4253,2470.1316
CA_4,2016-06-06,2296.1697,2229.8555
CA_4,2016-06-07,2061.455,2012.0
CA_4,2016-06-08,2148.3713,2270.0718
CA_4,2016-06-09,2104.4092,2008.9703
CA_4,2016-06-10,2629.3308,2438.2231
CA_4,2016-06-11,1974.5183,2371.1643
CA_4,2016-06-12,2304.56,2313.4668
CA_4,2016-06-13,2366.2444,2241.8748
CA_4,2016-06-14,2402.0151,2405.6665
CA_4,2016-06-15,2058.598,2049.0503
CA_4,2016-06-16,2626.573,2679.194
CA_4,2016-06-17,2837.3413,2692.789
CA_4,2016-06-18,2416.4475,2519.3381
CA_4,2016-06-19,2247.249,2137.5903
CA_4,2016-06-20,2339.776,2176.2556
CA_4,2016-06-21,2165.8662,2243.032
CA_4,2016-06-22,1871.2206,2032.3961
CA_4,2016-06-23,2427.2905,2394.238
CA_4,2016-06-24,2512.425,2628.3625
CA_4,2016-06-25,2816.6633,2591.603
CA_4,2016-06-26,2129.8623,2088.0
CA_4,2016-06-27,2648.7798,2455.6433
CA_4,2016-06-28,2324.1633,2126.9587
CA_4,2016-06-29,2592.4536,2677.5195
CA_4,2016-06-30,2498.5566,2550.4094
CA_4,2016-07-01,2666.1235,2630.531
CA_4,2016-07-02,2708.1245,2229.1672
CA_4,2016-07-03,2651.5466,2419.9595
CA_4,2016-07-04,2701.2654,2694.7295
CA_4,2016-07-05,2492.632,2448.0002
CA_4,2016-07-06,2187.8645,2178.6667
CA_4,2016-07-07,2237.2585,2405.3335
CA_4,2016-07-08,2902.7632,2520.3728
CA_4,2016-07-09,2796.7537,2681.7627
CA_4,2016-07-10,2432.3782,2218.4873
CA_4,2016-07-11,2101.1323,2081.7832
CA_4,2016-07-12,2247.5698,1983.689
CA_4,2016-07-13,2656.1545,2579.333
CA_4,2016-07-14,1609.3314,1758.3939
CA_4,2016-07-15,2886.2798,2711.6333
CA_4,2016-07-16,2705.9165,2616.5095
CA_4,2016-07-17,2264.1067,2221.4324
CA_4,2016-07-18,2553.3594,2428.3977
CA_4,2016-07-19,2396.8293,2218.657
CA_4,2016-07-20,2087.9155,2016.623
CA_4,2016-07-21,1738.9338,1936.6771
CA_4,2016-07-22,2837.3413,2692.789
